essay_id,total_segments,unannotated_segments,start_min,end_max,text_length,annotated_segments,partition_status,order_valid_heuristic,start_order_matches_type_num_order,annotated_overlap_pairs,duplicate_annotations,missing_key_discourse_types,has_no_annotations
2021000314,12,3,0,1271,1291,9,does_not_end_at_last_char,True,False,0,0,,False
2021000349,9,1,0,1646,1676,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000365,11,2,0,1178,1189,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000373,15,3,0,2037,2072,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000381,3,0,0,922,923,3,complete_partition,True,False,0,0,Claim|Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000390,13,1,0,1279,1283,12,does_not_end_at_last_char,True,False,0,0,,False
2021000411,10,1,0,1209,1237,9,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021000420,8,2,0,957,959,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000438,6,1,0,1508,1512,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
2021000446,10,1,0,1717,1730,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000462,8,2,0,820,823,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000471,11,2,0,1958,1993,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000543,15,7,0,1437,1562,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead|Rebuttal,False
2021000551,11,1,0,2274,2280,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000578,8,0,0,1239,1241,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000616,15,6,0,890,910,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement,False
2021000624,6,2,0,872,906,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000632,7,1,0,1230,1258,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
2021000675,14,2,0,1952,1983,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000683,7,3,0,951,951,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000691,10,4,0,844,885,6,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000705,7,0,0,1139,1142,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000721,11,1,0,1186,1242,10,does_not_end_at_last_char,True,False,0,0,,False
2021000730,14,3,0,983,987,11,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021000748,13,4,0,2125,2145,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000756,10,5,0,1313,1314,5,complete_partition,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000764,10,1,0,1210,1243,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
2021000781,10,2,0,1027,1033,8,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000799,6,1,0,854,881,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000802,6,1,0,928,957,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000811,10,1,0,1470,1494,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000829,14,1,0,1818,1823,13,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000837,11,2,0,1683,1711,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000845,10,2,0,1342,1344,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000870,7,1,0,1637,1651,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000900,11,0,0,1967,1971,11,does_not_end_at_last_char,True,False,0,0,,False
2021000918,13,1,0,2232,2286,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021000926,11,3,0,1568,1658,8,does_not_end_at_last_char,False,False,0,0,,False
2021000934,12,1,0,1609,1633,11,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000951,5,0,0,1258,1260,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021000969,17,3,0,2687,2695,14,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000977,9,1,0,1428,1431,8,does_not_end_at_last_char,True,False,0,0,Lead,False
2021000985,6,1,0,853,860,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021000993,9,1,0,1294,1371,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001001,9,2,0,1230,1233,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001027,7,0,0,1089,1093,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001043,6,1,0,1585,1668,5,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021001108,10,1,0,1671,1677,9,does_not_end_at_last_char,True,False,0,0,Lead,False
2021001116,5,0,0,1400,1401,5,complete_partition,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021001141,10,4,0,1020,1050,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001159,9,2,0,1780,1782,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001183,12,1,0,2236,2239,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001191,7,1,0,1269,1295,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001213,8,2,0,1326,1354,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001230,15,2,0,1616,1646,13,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021001256,16,4,0,1199,1270,12,does_not_end_at_last_char,True,False,0,0,,False
2021001264,14,2,0,2086,2088,12,does_not_end_at_last_char,False,False,0,0,,False
2021001272,16,5,0,1793,1802,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001281,12,3,0,1222,1257,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001311,11,2,0,2161,2211,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001353,12,3,0,1182,1185,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001361,10,2,0,1783,1826,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001388,10,2,0,1824,1858,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001418,10,1,0,2511,2541,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001451,14,3,0,2176,2185,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001469,15,2,0,1875,1905,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001477,14,1,0,3051,3082,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001523,18,3,0,2497,2598,15,does_not_end_at_last_char,True,False,0,0,,False
2021001531,8,1,0,1495,1597,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001558,14,1,0,3169,3216,13,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001566,13,3,0,2272,2277,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001582,14,3,0,2256,2260,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001621,10,1,0,2998,3004,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001671,8,2,0,1359,1389,6,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021001680,6,0,0,1426,1428,6,does_not_end_at_last_char,True,False,0,0,Claim|Rebuttal,False
2021001701,9,1,0,1440,1457,8,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021001728,13,1,0,2409,2416,12,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021001744,9,1,0,1949,1952,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001752,7,1,0,1330,1331,6,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001809,6,0,0,1006,1036,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021001825,11,1,0,2255,2258,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001850,12,2,0,1448,1452,10,does_not_end_at_last_char,True,False,0,0,Lead,False
2021001876,8,0,0,1319,1321,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001884,9,1,0,2836,2839,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001906,9,1,0,2211,2261,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001914,7,0,0,2107,2110,7,does_not_end_at_last_char,True,False,0,0,Claim|Rebuttal,False
2021001949,14,0,0,2682,2691,14,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001957,13,2,0,1747,1752,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021001981,12,5,0,1198,1200,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021001990,13,1,0,1382,1410,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002007,3,0,0,954,973,3,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021002031,17,2,0,2314,2346,15,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002058,5,1,0,879,880,4,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002074,13,5,0,1616,1739,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002082,10,1,0,1065,1106,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021002112,8,1,0,1675,1702,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002121,8,1,0,2271,2274,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002139,12,2,0,2313,2316,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002163,9,0,0,1958,1961,9,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021002171,11,1,0,1902,1904,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002228,9,1,0,1188,1212,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002236,10,1,0,1916,1937,9,does_not_end_at_last_char,True,False,0,0,,False
2021002244,7,1,0,796,798,6,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021002252,11,1,0,1562,1600,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021002261,9,1,0,1481,1512,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002295,11,1,0,2029,2051,10,does_not_end_at_last_char,True,False,0,0,Lead,False
2021002325,14,3,0,1644,1671,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002341,9,1,0,1580,1608,8,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
2021002350,14,2,0,2386,2429,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002376,5,1,0,930,958,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002392,10,1,0,1260,1262,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002406,9,2,0,2167,2175,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002414,10,1,0,1820,1847,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021002422,17,7,0,781,782,10,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002431,7,1,0,1564,1567,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002449,8,1,0,1087,1114,7,does_not_end_at_last_char,True,False,0,0,Lead,False
2021002457,9,1,0,2413,2549,8,does_not_end_at_last_char,True,False,0,0,,False
2021002465,11,1,0,1616,1620,10,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021002473,12,1,0,2319,2348,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002481,13,2,0,1687,1722,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002503,10,1,0,2273,2301,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002546,11,2,0,1316,1326,9,does_not_end_at_last_char,True,False,0,0,,False
2021002554,13,3,0,1726,1791,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021002571,12,1,0,1748,1775,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002597,11,1,0,2222,2234,10,does_not_end_at_last_char,False,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
2021002601,5,0,0,1009,1010,5,complete_partition,True,False,0,0,Counterclaim|Rebuttal,False
2021002627,4,1,0,939,940,3,complete_partition,True,False,0,0,Claim|Counterclaim|Lead|Rebuttal,False
2021002635,12,1,0,1722,1757,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002694,8,2,0,1410,1412,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021002708,10,1,0,1373,1377,9,does_not_end_at_last_char,True,False,0,0,,False
2021002732,8,2,0,1151,1182,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002759,9,1,0,1378,1404,8,does_not_end_at_last_char,True,False,0,0,Lead,False
2021002775,14,2,0,1846,1877,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002783,13,2,0,1801,1828,11,does_not_end_at_last_char,True,False,0,0,Lead,False
2021002791,11,2,0,1439,1444,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002805,6,1,0,960,986,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002848,8,1,0,1374,1387,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002881,12,1,0,2515,2522,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021002899,12,1,0,1426,1432,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002902,15,3,0,1740,1745,12,does_not_end_at_last_char,True,False,0,0,Lead,False
2021002911,12,1,0,3580,3611,11,does_not_end_at_last_char,True,False,0,0,,False
2021002929,9,2,0,1518,1547,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002937,5,1,0,967,970,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002945,8,1,0,1127,1155,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021002953,14,3,0,1221,1224,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002961,7,1,0,1453,1488,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021002988,4,1,0,805,805,3,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Rebuttal,False
2021002996,9,2,0,839,843,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021003011,11,3,0,1736,1763,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003020,9,0,0,2725,2730,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003038,9,1,0,1687,1776,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003046,15,3,0,2377,2406,12,does_not_end_at_last_char,True,False,0,0,,False
2021003062,10,1,0,1803,1852,9,does_not_end_at_last_char,True,False,0,0,Rebuttal,False
2021003071,9,1,0,1062,1063,8,complete_partition,True,False,0,0,Lead,False
2021003089,17,2,0,2310,2349,15,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003097,12,1,0,2798,2829,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003127,14,2,0,1458,1515,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003135,7,0,0,1223,1225,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021003143,5,1,0,1108,1143,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003151,12,1,0,2736,2768,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003160,10,1,0,1633,1667,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021003178,14,3,0,1635,1683,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003186,7,1,0,1369,1370,6,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003224,7,1,0,1179,1207,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003275,9,3,0,1018,1057,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003305,8,1,0,982,986,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003321,16,3,0,2061,2067,13,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021003348,7,1,0,1157,1274,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003356,7,2,0,969,995,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003372,14,3,0,1196,1235,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003381,11,1,0,1544,1630,10,does_not_end_at_last_char,True,False,0,0,Lead,False
2021003411,10,2,0,1490,1492,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003437,8,1,0,1221,1269,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003445,14,3,0,2285,2324,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003453,10,1,0,2624,2632,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003470,9,1,0,1915,1942,8,does_not_end_at_last_char,True,False,0,0,,False
2021003496,10,1,0,1945,1967,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021003518,7,1,0,1889,1890,6,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003526,9,2,0,1414,1432,7,does_not_end_at_last_char,True,False,0,0,Lead|Rebuttal,False
2021003542,11,2,0,1689,1691,9,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Rebuttal,False
2021003569,13,2,0,1800,1979,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003577,13,1,0,1561,1566,12,does_not_end_at_last_char,True,False,0,0,Lead,False
2021003585,8,2,0,1464,1464,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021003607,3,0,0,756,759,3,does_not_end_at_last_char,True,False,0,0,Claim|Concluding Statement|Counterclaim|Rebuttal,False
2021003615,14,2,0,2084,2087,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003623,12,1,0,1490,1523,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003631,9,1,0,1962,1965,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003640,13,2,0,2133,2161,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003674,11,1,0,1392,1395,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003682,7,1,0,1059,1063,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003691,10,1,0,1508,1535,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003712,18,2,0,3110,3145,16,does_not_end_at_last_char,True,False,0,0,,False
2021003739,7,1,0,900,932,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003747,10,2,0,1706,1710,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003755,6,1,0,1219,1221,5,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003771,4,1,0,923,923,3,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021003780,11,1,0,2391,2391,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003798,13,2,0,1302,1329,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003801,15,3,0,2267,2281,12,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003810,11,2,0,2355,2386,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003836,7,1,0,1282,1283,6,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003844,17,3,0,2176,2189,14,does_not_end_at_last_char,True,False,0,0,,False
2021003861,11,1,0,1920,1923,10,does_not_end_at_last_char,True,False,0,0,,False
2021003879,9,1,0,2406,2433,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003887,10,1,0,2878,2884,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021003895,9,1,0,1822,1853,8,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021003925,14,1,0,1841,1871,13,does_not_end_at_last_char,True,False,0,0,Lead,False
2021003968,10,1,0,1891,1927,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021003992,6,0,0,873,875,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004042,7,1,0,1177,1181,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021004069,10,1,0,1823,1848,9,does_not_end_at_last_char,True,False,0,0,,False
2021004077,10,1,0,1646,1650,9,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004115,14,3,0,1860,1890,11,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004166,7,1,0,957,980,6,does_not_end_at_last_char,False,False,0,0,Counterclaim|Rebuttal,False
2021004191,14,2,0,2132,2133,12,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004212,9,1,0,1630,1632,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004221,7,1,0,1485,1518,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004271,7,1,0,1019,1043,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004328,11,1,0,2213,2243,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021004336,17,2,0,2160,2187,15,does_not_end_at_last_char,False,False,0,0,,False
2021004352,9,1,0,1673,1675,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004361,8,1,0,1328,1357,7,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Lead|Rebuttal,False
2021004395,7,1,0,1355,1387,6,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004409,13,3,0,1555,1558,10,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Lead,False
2021004433,14,2,0,1954,1982,12,does_not_end_at_last_char,False,False,0,0,,False
2021004441,10,1,0,1379,1407,9,does_not_end_at_last_char,True,False,0,0,,False
2021004450,8,1,0,2510,2544,7,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
2021004468,13,3,0,1142,1162,10,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004476,7,1,0,1175,1196,6,does_not_end_at_last_char,True,False,0,0,Concluding Statement|Counterclaim|Rebuttal,False
2021004514,7,1,0,1159,1160,6,complete_partition,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004531,6,2,0,817,837,4,does_not_end_at_last_char,True,False,0,0,Counterclaim|Lead|Rebuttal,False
2021004573,9,1,0,1147,1177,8,does_not_end_at_last_char,True,False,0,0,Counterclaim|Rebuttal,False
