essay_id,holistic_essay_score,prompt_name,task,competition_set,char_count,word_count_computed,essay_word_count_field,discourse_component_count,discourse_label_diversity,annotation_coverage_pct,has_lead,has_position,has_claim,has_evidence,has_counterclaim,has_rebuttal,has_concluding_statement,join_valid
5.77448E+12,3.0,Phones and driving,Independent,train,1833,362,385,10,5,99.1271,True,True,True,True,False,False,True,True
5.60315E+12,5.0,Phones and driving,Independent,train,2892,537,532,11,5,99.1701,True,True,True,True,False,False,True,True
5.27972E+12,3.0,Phones and driving,Independent,train,2167,400,391,6,4,84.4485,False,True,True,True,False,False,True,True
5.91397E+12,5.0,Phones and driving,Independent,train,4084,737,710,11,5,99.7551,True,True,True,True,False,False,True,True
4.85554E+12,4.0,Phones and driving,Independent,train,3363,568,601,11,7,98.8106,True,True,True,True,True,True,True,True
5.60751E+12,4.0,Phones and driving,Independent,train,2253,439,436,11,5,99.6449,True,True,True,True,False,False,True,True
535314115212010thLitAB,4.0,Phones and driving,Independent,train,2221,395,421,9,5,98.9194,True,True,True,True,False,False,True,True
5.68672E+12,4.0,Phones and driving,Independent,train,2122,388,378,7,4,99.8586,False,True,True,True,False,False,True,True
5.26252E+12,3.0,Phones and driving,Independent,train,1549,276,278,8,4,99.6772,False,True,True,True,False,False,True,True
4.90845E+12,5.0,Phones and driving,Independent,train,3082,598,586,10,5,99.9027,True,True,True,True,False,False,True,True
5.67226E+12,4.0,Phones and driving,Independent,train,2038,355,340,10,6,99.3131,True,True,True,True,True,False,True,True
5.73588E+12,5.0,Phones and driving,Independent,train,4419,746,821,11,5,80.1765,True,True,True,True,False,False,True,True
5.09745E+12,4.0,Phones and driving,Independent,train,1989,363,364,7,5,99.6481,True,True,True,True,False,False,True,True
5.27158E+12,4.0,Phones and driving,Independent,train,2283,443,435,10,5,99.7372,True,True,True,True,False,False,True,True
5.46867E+12,4.0,Phones and driving,Independent,train,2226,396,405,9,5,99.5058,True,True,True,True,False,False,True,True
5.33735E+12,4.0,Phones and driving,Independent,train,1855,344,349,12,7,99.2992,True,True,True,True,True,True,True,True
5.34402E+12,5.0,Phones and driving,Independent,train,4615,763,735,10,7,74.9946,True,True,True,True,True,True,True,True
4.82347E+12,3.0,Phones and driving,Independent,train,1616,301,343,6,6,97.0916,True,True,True,True,True,True,False,True
5.59321E+12,4.0,Phones and driving,Independent,train,2663,493,486,7,5,99.6996,True,True,True,True,False,False,True,True
5.12319E+12,3.0,Phones and driving,Independent,train,2326,386,380,5,5,80.0516,True,True,True,True,False,False,True,True
5.56649E+12,5.0,Phones and driving,Independent,train,3769,693,697,9,5,99.9204,True,True,True,True,False,False,True,True
5.44841E+12,5.0,Phones and driving,Independent,train,2708,514,516,15,6,99.5938,False,True,True,True,True,True,True,True
5.55573E+12,4.0,Phones and driving,Independent,train,2190,375,373,12,6,99.2694,True,True,True,True,True,False,True,True
5.76295E+12,5.0,Phones and driving,Independent,train,3331,576,565,12,6,99.7598,True,True,False,True,True,True,True,True
4.65822E+12,4.0,Phones and driving,Independent,train,2610,484,490,9,5,99.1954,True,True,True,True,False,False,True,True
4.98934E+12,4.0,Phones and driving,Independent,train,1442,250,257,10,4,98.8904,True,True,True,True,False,False,False,True
4.68504E+12,5.0,Phones and driving,Independent,train,2887,496,491,6,4,99.8614,True,True,True,True,False,False,False,True
5.75372E+12,3.0,Phones and driving,Independent,train,1344,229,281,5,3,98.5863,False,True,True,True,False,False,False,True
5.56241E+12,4.0,Phones and driving,Independent,train,3476,643,644,7,5,99.9425,True,True,True,True,False,False,True,True
5.63465E+12,4.0,Phones and driving,Independent,train,2717,496,514,9,5,99.1903,True,True,True,True,False,False,True,True
4.99605E+12,5.0,Phones and driving,Independent,train,3591,625,659,9,5,99.0253,True,True,True,True,False,False,True,True
5.83138E+12,4.0,Phones and driving,Independent,train,2745,473,598,11,5,87.5774,True,True,True,True,False,False,True,True
5.47218E+12,2.0,Phones and driving,Independent,train,2642,526,510,9,6,99.9621,True,True,True,True,True,False,True,True
5.63463E+12,3.0,Phones and driving,Independent,train,1851,348,346,11,5,99.6759,True,True,True,True,False,False,True,True
5.92842E+12,5.0,Phones and driving,Independent,train,3476,652,627,10,5,99.8562,True,True,True,True,False,False,True,True
5.08342E+12,4.0,Phones and driving,Independent,train,1615,315,315,7,5,99.8762,True,True,True,True,False,False,True,True
5.78256E+12,4.0,Phones and driving,Independent,train,3096,595,586,11,4,99.4186,False,True,True,True,False,False,True,True
5.83534E+12,3.0,Phones and driving,Independent,train,2139,355,358,7,5,100.0,True,True,True,True,False,False,True,True
5.41693E+12,5.0,Phones and driving,Independent,train,4432,802,737,15,7,84.1155,True,True,True,True,True,True,True,True
5.25405E+12,3.0,Phones and driving,Independent,train,1756,309,287,7,5,89.9203,True,True,True,True,False,False,True,True
4.52938E+12,3.0,Phones and driving,Independent,train,1330,243,240,5,5,99.6992,True,True,True,True,False,False,True,True
5.56757E+12,4.0,Phones and driving,Independent,train,3326,616,635,9,6,99.1581,True,True,True,True,True,False,True,True
5.5415E+12,3.0,Phones and driving,Independent,train,1210,222,219,8,4,100.0,False,True,True,True,False,False,True,True
5.88558E+12,3.0,Phones and driving,Independent,train,1235,238,234,9,5,99.4332,True,True,True,True,False,False,True,True
5.16006E+12,5.0,Phones and driving,Independent,train,3746,650,639,14,7,99.7597,True,True,True,True,True,True,True,True
5.45113E+12,4.0,Phones and driving,Independent,train,2359,405,399,7,5,99.6609,True,True,True,True,False,False,True,True
5.49057E+12,5.0,Phones and driving,Independent,train,2719,489,484,9,5,97.9772,True,True,True,True,False,False,True,True
5.65724E+12,5.0,Phones and driving,Independent,train,3943,723,714,12,5,99.8225,True,True,True,True,False,False,True,True
5.32046E+12,4.0,Phones and driving,Independent,train,2184,385,390,11,5,99.4963,True,True,True,True,False,False,True,True
5.39967E+12,4.0,Phones and driving,Independent,train,3070,533,518,10,5,91.2378,True,True,True,True,False,False,True,True
5.66666E+12,4.0,Phones and driving,Independent,train,1687,296,299,9,5,99.7629,True,True,True,True,False,False,True,True
5.07804E+12,3.0,Phones and driving,Independent,train,1813,338,313,10,7,92.3331,True,True,True,True,True,True,True,True
527182115212010thLitAB,2.0,Phones and driving,Independent,train,1106,202,206,6,3,97.1971,False,True,True,True,False,False,False,True
4.41026E+12,4.0,Phones and driving,Independent,train,2687,479,544,12,5,94.8642,True,True,True,True,False,False,True,True
5.86611E+12,5.0,Phones and driving,Independent,train,3469,640,639,13,7,99.8847,True,True,True,True,True,True,True,True
6.00191E+12,5.0,Phones and driving,Independent,train,3309,633,623,10,5,99.7582,True,True,True,True,False,False,True,True
5.64413E+12,3.0,Phones and driving,Independent,train,2419,388,373,9,7,99.876,True,True,True,True,True,True,True,True
5.23358E+12,3.0,Phones and driving,Independent,train,2508,297,1285,7,5,60.4466,True,True,True,True,False,False,True,True
4.64123E+12,3.0,Phones and driving,Independent,train,1127,219,219,7,5,99.8225,True,True,True,True,False,False,True,True
5.78893E+12,4.0,Phones and driving,Independent,train,2436,451,447,13,5,99.8358,True,True,True,True,False,False,True,True
520804115212010thLitAB,4.0,Phones and driving,Independent,train,2160,423,426,7,5,99.9074,True,True,True,True,False,False,True,True
5.42923E+12,3.0,Phones and driving,Independent,train,1719,314,307,7,5,100.0,True,True,True,True,False,False,True,True
4.94155E+12,3.0,Phones and driving,Independent,train,1378,255,256,7,4,98.8389,False,True,True,True,False,False,True,True
5.02255E+12,4.0,Phones and driving,Independent,train,2387,459,454,8,4,99.9162,False,True,True,True,False,False,True,True
5.1925E+12,4.0,Phones and driving,Independent,train,3746,649,603,11,5,92.2584,True,True,True,True,False,False,True,True
5.41386E+12,4.0,Phones and driving,Independent,train,1843,326,374,9,6,97.9924,False,True,True,True,True,True,True,True
5.75885E+12,2.0,Phones and driving,Independent,train,3785,774,762,4,3,16.539,True,False,True,True,False,False,False,True
537781115212010thLitAB,3.0,Phones and driving,Independent,train,1244,216,215,5,5,99.5981,True,True,True,True,False,False,True,True
5.67832E+12,4.0,Phones and driving,Independent,train,1890,342,330,9,5,99.5767,True,True,True,True,False,False,True,True
4.80247E+12,4.0,Phones and driving,Independent,train,2225,417,420,11,5,99.5056,True,True,True,True,False,False,True,True
4.83537E+12,4.0,Phones and driving,Independent,train,2873,546,529,9,5,95.127,True,True,True,True,False,False,True,True
4.98698E+12,4.0,Phones and driving,Independent,train,2499,456,450,9,5,99.92,True,True,True,True,False,False,True,True
5.12519E+12,4.0,Phones and driving,Independent,train,2926,509,485,8,5,80.4511,True,True,True,True,False,False,True,True
5.39386E+12,3.0,Phones and driving,Independent,train,1628,339,337,7,5,99.8157,True,True,True,True,False,False,True,True
5.42858E+12,5.0,Phones and driving,Independent,train,2575,502,501,11,6,99.534,False,True,True,True,True,True,True,True
5.07817E+12,3.0,Phones and driving,Independent,train,1547,274,268,7,7,99.8061,True,True,True,True,True,True,True,True
4.9703E+12,4.0,Phones and driving,Independent,train,2935,504,520,9,5,83.816,True,True,True,True,False,False,True,True
5761731152126_cleaned,3.0,Phones and driving,Independent,train,1775,313,389,12,3,94.4225,False,True,True,True,False,False,False,True
4.99102E+12,3.0,Phones and driving,Independent,train,1422,267,266,7,5,99.9297,True,True,True,True,False,False,True,True
5.4033E+12,2.0,Phones and driving,Independent,train,1267,241,230,5,4,99.9211,False,True,False,True,True,True,False,True
4.98073E+12,5.0,Phones and driving,Independent,train,2617,478,481,14,7,99.8472,True,True,True,True,True,True,True,True
5.39266E+12,5.0,Phones and driving,Independent,train,3877,690,727,10,5,99.871,True,True,True,True,False,False,True,True
5.28961E+12,6.0,Phones and driving,Independent,train,4835,898,920,16,7,86.1427,True,True,True,True,True,True,True,True
5.37697E+12,5.0,Phones and driving,Independent,train,2462,477,475,12,5,99.6344,True,True,True,True,False,False,True,True
4.72492E+12,5.0,Phones and driving,Independent,train,4271,734,731,9,5,99.6956,True,True,True,True,False,False,True,True
547188115212010thLitAB,3.0,Phones and driving,Independent,train,1861,321,295,7,5,77.8614,True,True,True,True,False,False,True,True
5.78717E+12,3.0,Phones and driving,Independent,train,1653,300,300,6,4,99.758,False,True,True,True,False,False,True,True
4.27326E+12,3.0,Phones and driving,Independent,train,2101,408,401,7,5,94.336,True,True,True,True,False,False,True,True
5.77698E+12,4.0,Phones and driving,Independent,train,2461,428,414,7,5,90.898,True,True,True,True,False,False,True,True
5.95832E+12,4.0,Phones and driving,Independent,train,2491,481,474,11,7,99.719,True,True,True,True,True,True,True,True
5.38186E+12,4.0,Phones and driving,Independent,train,4444,769,740,12,4,100.0,False,True,True,True,False,False,True,True
5.58506E+12,4.0,Phones and driving,Independent,train,1845,326,331,9,5,98.8076,True,True,True,True,False,False,True,True
5.12917E+12,4.0,Phones and driving,Independent,train,2523,438,424,8,5,99.8018,True,True,True,True,False,False,True,True
4.81214E+12,4.0,Phones and driving,Independent,train,3378,661,651,11,7,99.0231,True,True,True,True,True,True,True,True
5.35378E+12,2.0,Phones and driving,Independent,train,2585,481,478,10,5,99.8453,True,True,True,True,False,False,True,True
5.76469E+12,3.0,Phones and driving,Independent,train,2479,409,436,8,5,85.5587,True,True,True,True,False,False,True,True
5.24813E+12,5.0,Phones and driving,Independent,train,3911,619,638,12,5,99.2329,True,True,True,True,False,False,True,True
5.82159E+12,3.0,Phones and driving,Independent,train,1969,351,338,7,5,81.4627,True,True,True,True,False,False,True,True
5.66386E+12,4.0,Phones and driving,Independent,train,2375,455,454,12,5,98.8632,True,True,True,True,False,False,True,True
5.57777E+12,3.0,Phones and driving,Independent,train,1870,337,352,12,7,99.8396,True,True,True,True,True,True,True,True
5.78372E+12,2.0,Phones and driving,Independent,train,922,178,180,6,4,99.7831,False,True,True,True,False,False,True,True
5.25902E+12,3.0,Phones and driving,Independent,train,1121,217,209,5,4,99.9108,False,True,True,True,False,False,True,True
565996115212010thLitAB,2.0,Phones and driving,Independent,train,1808,322,299,6,4,100.1659,False,True,True,True,False,False,True,True
5.56149E+12,3.0,Phones and driving,Independent,train,1926,354,365,10,4,98.9616,False,True,True,True,False,False,True,True
4.55022E+12,3.0,Phones and driving,Independent,train,1083,212,204,6,4,99.8153,False,True,True,True,False,False,True,True
5.1601E+12,4.0,Phones and driving,Independent,train,2445,402,443,8,7,98.4049,True,True,True,True,True,True,True,True
4.70314E+12,3.0,Phones and driving,Independent,train,2055,391,403,9,5,99.1241,True,True,True,True,False,False,True,True
5.78953E+12,6.0,Phones and driving,Independent,train,7048,1272,1210,15,7,89.4438,True,True,True,True,True,True,True,True
5.50064E+12,3.0,Phones and driving,Independent,train,1202,220,261,7,5,96.0067,True,True,True,True,False,False,True,True
5.52276E+12,3.0,Phones and driving,Independent,train,2035,372,372,5,4,97.4939,True,True,True,True,False,False,False,True
5.64166E+12,4.0,Phones and driving,Independent,train,1772,292,288,10,7,99.605,True,True,True,True,True,True,True,True
5.83594E+12,4.0,Phones and driving,Independent,train,2165,429,434,9,5,96.5358,True,True,True,True,False,False,True,True
5.09116E+12,4.0,Phones and driving,Independent,train,1812,333,346,16,7,99.0066,True,True,True,True,True,True,True,True
5.49717E+12,5.0,Phones and driving,Independent,train,4188,754,739,9,5,96.9675,True,True,True,True,False,False,True,True
5.31974E+12,3.0,Phones and driving,Independent,train,1652,287,330,8,4,99.8184,True,True,True,True,False,False,False,True
5.08904E+12,4.0,Phones and driving,Independent,train,2483,449,442,7,6,99.8389,True,True,True,True,True,False,True,True
5.71454E+12,4.0,Phones and driving,Independent,train,2810,519,505,9,5,99.3238,True,True,True,True,False,False,True,True
5.8887E+12,5.0,Phones and driving,Independent,train,2547,455,462,9,5,99.9215,True,True,True,True,False,False,True,True
5.33069E+12,3.0,Phones and driving,Independent,train,1876,347,356,9,5,98.7207,True,True,True,True,False,False,True,True
5.30426E+12,4.0,Phones and driving,Independent,train,2145,395,399,8,5,99.7669,True,True,True,True,False,False,True,True
5.99738E+12,3.0,Phones and driving,Independent,train,1392,272,270,9,5,98.9224,True,True,True,True,False,False,True,True
6.00744E+12,4.0,Phones and driving,Independent,train,2865,467,637,12,7,86.1082,True,True,True,True,True,True,True,True
5.63154E+12,4.0,Phones and driving,Independent,train,3786,695,676,16,5,99.7095,True,True,True,True,False,False,True,True
5.30183E+12,3.0,Phones and driving,Independent,train,1935,355,321,7,5,82.6873,True,True,True,True,False,False,True,True
5.40408E+12,4.0,Phones and driving,Independent,train,2769,493,486,10,4,97.5081,True,True,True,True,False,False,False,True
5.53992E+12,4.0,Phones and driving,Independent,train,3346,616,617,9,5,99.9103,True,True,True,True,False,False,True,True
5.39157E+12,3.0,Phones and driving,Independent,train,1812,323,316,8,5,99.8896,True,True,True,True,False,False,True,True
5.6503E+12,4.0,Phones and driving,Independent,train,2272,412,427,9,5,99.1637,True,True,True,True,False,False,True,True
5.3883E+12,3.0,Phones and driving,Independent,train,1648,305,302,9,5,99.818,True,True,True,True,False,False,True,True
5.47707E+12,4.0,Phones and driving,Independent,train,2100,397,397,9,5,99.3333,True,True,True,True,False,False,True,True
5.58784E+12,2.0,Phones and driving,Independent,train,2435,439,441,8,3,99.8768,False,True,True,True,False,False,False,True
5.96633E+12,5.0,Phones and driving,Independent,train,2718,485,482,12,4,99.5585,False,True,True,True,False,False,True,True
5.87524E+12,3.0,Phones and driving,Independent,train,1416,283,288,7,5,99.8588,True,True,True,True,True,False,False,True
5.07943E+12,5.0,Phones and driving,Independent,train,4270,763,755,11,5,97.0492,True,True,True,True,False,False,True,True
5.74246E+12,4.0,Phones and driving,Independent,train,2002,385,374,10,7,99.8002,True,True,True,True,True,True,True,True
5.26016E+12,3.0,Phones and driving,Independent,train,1815,302,307,6,5,99.3939,True,True,True,True,False,False,True,True
4.60236E+12,4.0,Phones and driving,Independent,train,2708,521,518,9,5,99.8154,True,True,True,True,False,False,True,True
5.53202E+12,5.0,Phones and driving,Independent,train,8536,1479,1382,12,5,93.0178,True,True,True,True,False,False,True,True
5.54692E+12,6.0,Phones and driving,Independent,train,4322,672,680,11,7,82.3461,True,True,True,True,True,True,True,True
5.43137E+12,3.0,Phones and driving,Independent,train,1762,337,324,5,5,99.8865,True,True,True,True,False,False,True,True
6.0015E+12,3.0,Phones and driving,Independent,train,1933,357,364,8,5,99.7413,True,True,True,True,False,False,True,True
525730115212010thLitAB,4.0,Phones and driving,Independent,train,2931,497,493,9,5,99.42,True,True,True,True,True,False,False,True
5.79156E+12,6.0,Phones and driving,Independent,train,4660,857,842,11,6,99.7854,False,True,True,True,True,True,True,True
5.06484E+12,4.0,Phones and driving,Independent,train,1870,365,364,12,5,99.5722,True,True,True,True,False,False,True,True
5.74698E+12,4.0,Phones and driving,Independent,train,2375,432,446,9,5,99.0316,True,True,True,True,False,False,True,True
5.66335E+12,2.0,Phones and driving,Independent,train,1754,372,364,7,5,99.829,True,True,True,True,False,False,True,True
5.47484E+12,4.0,Phones and driving,Independent,train,3008,501,540,7,5,97.9388,True,True,True,True,False,False,True,True
5.05228E+12,5.0,Phones and driving,Independent,train,2889,501,498,13,7,99.6539,True,True,True,True,True,True,True,True
5.65497E+12,4.0,Phones and driving,Independent,train,2511,452,454,9,5,96.4556,True,True,True,True,False,False,True,True
5.7446E+12,5.0,Phones and driving,Independent,train,3509,552,573,10,7,81.9892,True,True,True,True,True,True,True,True
4.83455E+12,2.0,Phones and driving,Independent,train,1343,255,246,4,4,98.8831,True,True,False,True,True,False,False,True
5.06775E+12,3.0,Phones and driving,Independent,train,1490,266,265,7,5,99.7987,True,True,True,True,False,False,True,True
3.83538E+12,4.0,Phones and driving,Independent,train,1821,327,329,9,5,99.7254,True,True,True,True,False,False,True,True
5.33066E+12,3.0,Phones and driving,Independent,train,1900,324,354,11,4,99.8421,False,True,True,True,False,False,True,True
5.80054E+12,3.0,Phones and driving,Independent,train,1642,302,295,10,7,99.7564,True,True,True,True,True,True,True,True
5.73595E+12,5.0,Phones and driving,Independent,train,3592,691,676,9,5,99.6381,True,True,True,True,False,False,True,True
5.40623E+12,4.0,Phones and driving,Independent,train,2868,544,542,9,5,99.7211,True,True,True,True,False,False,True,True
5.33041E+12,3.0,Phones and driving,Independent,train,3466,634,651,5,5,99.221,True,True,True,True,False,False,True,True
5.67376E+12,3.0,Phones and driving,Independent,train,1226,212,209,7,5,99.8369,True,True,True,True,False,False,True,True
5.99743E+12,5.0,Phones and driving,Independent,train,3611,570,525,12,5,78.8147,True,True,True,True,False,False,True,True
5.12022E+12,4.0,Phones and driving,Independent,train,2784,511,503,9,5,99.8922,True,True,True,True,False,False,True,True
5.41727E+12,4.0,Phones and driving,Independent,train,2980,579,565,9,7,95.6376,True,True,True,True,True,True,True,True
5.32016E+12,4.0,Phones and driving,Independent,train,2386,442,426,12,6,99.6228,False,True,True,True,True,True,True,True
5.25282E+12,3.0,Phones and driving,Independent,train,1824,308,322,10,6,99.3969,True,True,True,True,True,False,True,True
5.77327E+12,3.0,Phones and driving,Independent,train,1452,271,260,8,7,99.7934,True,True,True,True,True,True,True,True
5.32044E+12,3.0,Phones and driving,Independent,train,2293,416,491,10,7,96.1622,True,True,True,True,True,True,True,True
567353115212010thLitAB,4.0,Phones and driving,Independent,train,1992,395,390,8,3,99.6486,False,True,True,True,False,False,False,True
5.34346E+12,6.0,Phones and driving,Independent,train,3167,542,532,12,6,99.0212,True,True,False,True,True,True,True,True
5.50309E+12,5.0,Phones and driving,Independent,train,3164,543,530,15,6,99.6839,True,True,False,True,True,True,True,True
5.65547E+12,3.0,Phones and driving,Independent,train,1187,199,199,8,7,99.7473,True,True,True,True,True,True,True,True
5.65861E+12,6.0,Phones and driving,Independent,train,5705,1039,1009,13,6,99.8773,False,True,True,True,True,True,True,True
4.71836E+12,4.0,Phones and driving,Independent,train,2930,561,602,11,5,99.3515,True,True,True,True,False,False,True,True
5.67527E+12,4.0,Phones and driving,Independent,train,2843,530,526,8,5,99.8945,True,True,True,True,False,False,True,True
5.52739E+12,4.0,Phones and driving,Independent,train,2071,407,399,13,5,99.4689,True,True,True,True,False,False,True,True
5.33054E+12,3.0,Phones and driving,Independent,train,1049,185,187,8,4,99.0467,False,True,True,True,False,False,True,True
5.40489E+12,4.0,Phones and driving,Independent,train,3014,543,538,9,5,99.9005,True,True,True,True,False,False,True,True
5.63631E+12,3.0,Phones and driving,Independent,train,1547,291,293,9,3,98.9657,False,True,True,True,False,False,False,True
5.36681E+12,4.0,Phones and driving,Independent,train,2424,454,455,11,6,98.7624,False,True,True,True,True,True,True,True
